well_id,segment,rows,gr_missing_rows,gr_missing_rate
02e7fe5a,post_first512,512,347,0.677734375
02e7fe5a,post_last512,512,301,0.587890625
02e7fe5a,lateral_prefix,700,472,0.6742857142857143
0390d174,full,6101,2926,0.47959350926077693
0390d174,prefix,1690,730,0.4319526627218935
0390d174,post_ps,4411,2196,0.4978462933575153
0390d174,prefix_last512,512,255,0.498046875
0390d174,post_first512,512,261,0.509765625
0390d174,post_last512,512,238,0.46484375
0390d174,lateral_prefix,784,381,0.48596938775510207
03a935ae,full,4430,175,0.039503386004514675
03a935ae,prefix,1644,62,0.037712895377128956
03a935ae,post_ps,2786,113,0.04055994256999282
03a935ae,prefix_last512,512,18,0.03515625
03a935ae,post_first512,512,23,0.044921875
03a935ae,post_last512,512,23,0.044921875
03a935ae,lateral_prefix,719,25,0.03477051460361613
044af7d1,full,6067,3676,0.6059007746827098
044af7d1,prefix,1548,698,0.4509043927648579
044af7d1,post_ps,4519,2978,0.6589953529541934
044af7d1,prefix_last512,512,373,0.728515625
044af7d1,post_first512,512,369,0.720703125
044af7d1,post_last512,512,285,0.556640625
044af7d1,lateral_prefix,705,506,0.7177304964539007
0498acab,full,6432,2944,0.4577114427860697
0498acab,prefix,1634,667,0.40820073439412485
0498acab,post_ps,4798,2277,0.47457273864110044
0498acab,prefix_last512,512,285,0.556640625
0498acab,post_first512,512,276,0.5390625
0498acab,post_last512,512,249,0.486328125
0498acab,lateral_prefix,612,327,0.5343137254901961
052d64df,full,4590,1164,0.25359477124183005
052d64df,prefix,2145,491,0.2289044289044289
052d64df,post_ps,2445,673,0.2752556237218814
052d64df,prefix_last512,512,183,0.357421875
052d64df,post_first512,512,197,0.384765625
052d64df,post_last512,512,125,0.244140625
052d64df,lateral_prefix,819,256,0.3125763125763126
05948241,full,5428,2973,0.5477155490051584
05948241,prefix,1549,651,0.42027114267269206
05948241,post_ps,3879,2322,0.5986078886310905
05948241,prefix_last512,512,313,0.611328125
05948241,post_first512,512,331,0.646484375
05948241,post_last512,512,285,0.556640625
05948241,lateral_prefix,453,276,0.609271523178808
059c8f24,full,7998,3261,0.40772693173293323
059c8f24,prefix,1740,537,0.3086206896551724
059c8f24,post_ps,6258,2724,0.43528283796740175
059c8f24,prefix_last512,512,233,0.455078125
059c8f24,post_first512,512,262,0.51171875
059c8f24,post_last512,512,119,0.232421875
059c8f24,lateral_prefix,620,279,0.45
05a0ee4d,full,6098,1956,0.32076090521482453
05a0ee4d,prefix,1750,392,0.224
05a0ee4d,post_ps,4348,1564,0.35970561177552896
05a0ee4d,prefix_last512,512,213,0.416015625
05a0ee4d,post_first512,512,217,0.423828125
05a0ee4d,post_last512,512,129,0.251953125
05a0ee4d,lateral_prefix,725,257,0.3544827586206897
060ab2b8,full,7818,4436,0.5674085443847532
060ab2b8,prefix,1560,838,0.5371794871794872
060ab2b8,post_ps,6258,3598,0.5749440715883669
060ab2b8,prefix_last512,512,296,0.578125
060ab2b8,post_first512,512,328,0.640625
060ab2b8,post_last512,512,263,0.513671875
060ab2b8,lateral_prefix,259,171,0.6602316602316602
06df5958,full,5039,790,0.15677713832109547
06df5958,prefix,1530,126,0.08235294117647059
06df5958,post_ps,3509,664,0.18922770019948704
06df5958,prefix_last512,512,76,0.1484375
06df5958,post_first512,512,77,0.150390625
06df5958,post_last512,512,93,0.181640625
06df5958,lateral_prefix,667,89,0.13343328335832083
071d7b45,full,4720,734,0.15550847457627118
071d7b45,prefix,1509,240,0.15904572564612326
071d7b45,post_ps,3211,494,0.15384615384615385
071d7b45,prefix_last512,512,78,0.15234375
071d7b45,post_first512,512,74,0.14453125
071d7b45,post_last512,512,80,0.15625
071d7b45,lateral_prefix,803,110,0.136986301369863
0849b4e2,full,7436,1696,0.2280796126949973
0849b4e2,prefix,1899,312,0.16429699842022116
0849b4e2,post_ps,5537,1384,0.2499548491963157
0849b4e2,prefix_last512,512,169,0.330078125
0849b4e2,post_first512,512,178,0.34765625
0849b4e2,post_last512,512,96,0.1875
0849b4e2,lateral_prefix,677,215,0.3175775480059084
084d66f9,full,5632,3381,0.6003196022727273
084d66f9,prefix,1747,870,0.4979965655409273
084d66f9,post_ps,3885,2511,0.6463320463320463
084d66f9,prefix_last512,512,360,0.703125
084d66f9,post_first512,512,319,0.623046875
084d66f9,post_last512,512,235,0.458984375
084d66f9,lateral_prefix,649,472,0.7272727272727273
08fecf00,full,7405,1800,0.24307900067521945
08fecf00,prefix,1831,226,0.12342981977061715
08fecf00,post_ps,5574,1574,0.28238249013275923
08fecf00,prefix_last512,512,122,0.23828125
08fecf00,post_first512,512,179,0.349609375
08fecf00,post_last512,512,128,0.25
08fecf00,lateral_prefix,610,138,0.2262295081967213
09053135,full,7715,2868,0.37174335709656514
09053135,prefix,1808,376,0.2079646017699115
09053135,post_ps,5907,2492,0.4218723548332487
09053135,prefix_last512,512,199,0.388671875
09053135,post_first512,512,211,0.412109375
09053135,post_last512,512,232,0.453125
09053135,lateral_prefix,716,276,0.3854748603351955
09441b8d,full,7395,980,0.13252197430696416
09441b8d,prefix,1907,337,0.17671735710540115
09441b8d,post_ps,5488,643,0.11716472303206997
09441b8d,prefix_last512,512,83,0.162109375
09441b8d,post_first512,512,56,0.109375
09441b8d,post_last512,512,65,0.126953125
09441b8d,lateral_prefix,727,112,0.15405777166437415
0955cd6c,full,7125,4138,0.5807719298245614
0955cd6c,prefix,1930,785,0.4067357512953368
0955cd6c,post_ps,5195,3353,0.6454282964388836
0955cd6c,prefix_last512,512,284,0.5546875
0955cd6c,post_first512,512,306,0.59765625
0955cd6c,post_last512,512,373,0.728515625
0955cd6c,lateral_prefix,696,392,0.5632183908045977
09ec2ca9,full,7824,4017,0.513420245398773
09ec2ca9,prefix,1939,719,0.370809695719443
09ec2ca9,post_ps,5885,3298,0.5604078164825829
09ec2ca9,prefix_last512,512,298,0.58203125
09ec2ca9,post_first512,512,303,0.591796875
09ec2ca9,post_last512,512,248,0.484375
09ec2ca9,lateral_prefix,788,433,0.549492385786802
0a57a29c,full,7194,3569,0.4961078676675007
0a57a29c,prefix,1373,484,0.3525127458120903
0a57a29c,post_ps,5821,3085,0.5299776670675141
0a57a29c,prefix_last512,512,278,0.54296875
0a57a29c,post_first512,512,284,0.5546875
0a57a29c,post_last512,512,210,0.41015625
0a57a29c,lateral_prefix,657,337,0.512937595129376
0bbf5e67,full,6031,3016,0.5000829049908805
0bbf5e67,prefix,1733,749,0.432198499711483
0bbf5e67,post_ps,4298,2267,0.5274546300604932
0bbf5e67,prefix_last512,512,245,0.478515625
0bbf5e67,post_first512,512,278,0.54296875
0bbf5e67,post_last512,512,236,0.4609375
0bbf5e67,lateral_prefix,604,281,0.4652317880794702
0be01c24,full,6385,245,0.03837118245888802
0be01c24,prefix,1647,79,0.04796599878567092
0be01c24,post_ps,4738,166,0.03503588011819333
0be01c24,prefix_last512,512,18,0.03515625
0be01c24,post_first512,512,12,0.0234375
0be01c24,post_last512,512,17,0.033203125
0be01c24,lateral_prefix,608,20,0.03289473684210526
0c1b160c,full,6714,3442,0.5126601131963062
0c1b160c,prefix,1660,809,0.48734939759036144
0c1b160c,post_ps,5054,2633,0.5209734863474476
0c1b160c,prefix_last512,512,292,0.5703125
0c1b160c,post_first512,512,292,0.5703125
0c1b160c,post_last512,512,236,0.4609375
0c1b160c,lateral_prefix,799,438,0.5481852315394243
0d99f8e4,full,7522,3805,0.5058495081095453
0d99f8e4,prefix,1699,661,0.3890523837551501
0d99f8e4,post_ps,5823,3144,0.5399278722308088
0d99f8e4,prefix_last512,512,294,0.57421875
0d99f8e4,post_first512,512,258,0.50390625
0d99f8e4,post_last512,512,291,0.568359375
0d99f8e4,lateral_prefix,717,387,0.5397489539748954
0dc5e64d,full,6191,69,0.011145210789856244
0dc5e64d,prefix,1312,13,0.009908536585365854
0dc5e64d,post_ps,4879,56,0.011477761836441894
0dc5e64d,prefix_last512,512,2,0.00390625
0dc5e64d,post_first512,512,0,0.0
0dc5e64d,post_last512,512,13,0.025390625
0dc5e64d,lateral_prefix,323,0,0.0
0dc835f3,full,5279,190,0.035991665088084865
0dc835f3,prefix,851,42,0.04935370152761457
0dc835f3,post_ps,4428,148,0.03342366757000903
0dc835f3,prefix_last512,512,26,0.05078125
0dc835f3,post_first512,512,13,0.025390625
0dc835f3,post_last512,512,18,0.03515625
0dc835f3,lateral_prefix,208,3,0.014423076923076924
0dd99dc5,full,9182,4323,0.4708124591592246
0dd99dc5,prefix,1840,825,0.4483695652173913
0dd99dc5,post_ps,7342,3498,0.476436938163988
0dd99dc5,prefix_last512,512,291,0.568359375
0dd99dc5,post_first512,512,314,0.61328125
0dd99dc5,post_last512,512,217,0.423828125
0dd99dc5,lateral_prefix,688,392,0.5697674418604651
0e5e560d,full,4896,1207,0.2465277777777778
0e5e560d,prefix,1643,281,0.17102860620815583
0e5e560d,post_ps,3253,926,0.2846603135567169
0e5e560d,prefix_last512,512,131,0.255859375
0e5e560d,post_first512,512,146,0.28515625
0e5e560d,post_last512,512,126,0.24609375
0e5e560d,lateral_prefix,613,142,0.23164763458401305
109d9d70,full,5851,2175,0.3717313279781234
109d9d70,prefix,1636,433,0.26466992665036676
109d9d70,post_ps,4215,1742,0.4132858837485172
109d9d70,prefix_last512,512,193,0.376953125
109d9d70,post_first512,512,220,0.4296875
109d9d70,post_last512,512,192,0.375
109d9d70,lateral_prefix,697,245,0.351506456241033
10a1281a,full,7353,350,0.047599619203046374
10a1281a,prefix,1744,110,0.06307339449541284
10a1281a,post_ps,5609,240,0.04278837582456766
10a1281a,prefix_last512,512,13,0.025390625
10a1281a,post_first512,512,27,0.052734375
10a1281a,post_last512,512,22,0.04296875
10a1281a,lateral_prefix,757,20,0.026420079260237782
10b89021,full,7166,3626,0.5060005581914597
10b89021,prefix,1752,522,0.2979452054794521
10b89021,post_ps,5414,3104,0.5733284078315478
10b89021,prefix_last512,512,262,0.51171875
10b89021,post_first512,512,287,0.560546875
10b89021,post_last512,512,143,0.279296875
10b89021,lateral_prefix,710,310,0.43661971830985913
10be2420,full,5203,2439,0.4687680184508937
10be2420,prefix,1932,749,0.38768115942028986
10be2420,post_ps,3271,1690,0.5166615713848975
10be2420,prefix_last512,512,312,0.609375
10be2420,post_first512,512,244,0.4765625
10be2420,post_last512,512,234,0.45703125
10be2420,lateral_prefix,742,420,0.5660377358490566
113011eb,full,4561,2180,0.47796535847401883
113011eb,prefix,1289,534,0.4142746314972847
113011eb,post_ps,3272,1646,0.5030562347188264
113011eb,prefix_last512,512,277,0.541015625
113011eb,post_first512,512,279,0.544921875
113011eb,post_last512,512,212,0.4140625
113011eb,lateral_prefix,619,335,0.5411954765751211
1131525f,full,5548,1750,0.31542898341744774
1131525f,prefix,1389,278,0.20014398848092152
1131525f,post_ps,4159,1472,0.35393123346958405
1131525f,prefix_last512,512,158,0.30859375
1131525f,post_first512,512,195,0.380859375
1131525f,post_last512,512,205,0.400390625
1131525f,lateral_prefix,615,194,0.3154471544715447
11d0f5ac,full,6378,2380,0.3731577296958294
11d0f5ac,prefix,1495,407,0.27224080267558526
11d0f5ac,post_ps,4883,1973,0.4040548842924432
11d0f5ac,prefix_last512,512,214,0.41796875
11d0f5ac,post_first512,512,212,0.4140625
11d0f5ac,post_last512,512,184,0.359375
11d0f5ac,lateral_prefix,725,300,0.41379310344827586
12203f2a,full,4991,1294,0.2592666800240433
12203f2a,prefix,1730,345,0.1994219653179191
12203f2a,post_ps,3261,949,0.291015026065624
12203f2a,prefix_last512,512,219,0.427734375
12203f2a,post_first512,512,193,0.376953125
12203f2a,post_last512,512,177,0.345703125
12203f2a,lateral_prefix,697,270,0.38737446197991393
122bd617,full,6408,1880,0.2933832709113608
122bd617,prefix,1838,488,0.26550598476605003
122bd617,post_ps,4570,1392,0.30459518599562363
122bd617,prefix_last512,512,208,0.40625
122bd617,post_first512,512,180,0.3515625
122bd617,post_last512,512,170,0.33203125
122bd617,lateral_prefix,624,252,0.40384615384615385
125be846,full,8033,1938,0.2412548238516121
125be846,prefix,1523,142,0.09323703217334209
125be846,post_ps,6510,1796,0.27588325652841783
125be846,prefix_last512,512,105,0.205078125
125be846,post_first512,512,127,0.248046875
125be846,post_last512,512,119,0.232421875
125be846,lateral_prefix,747,112,0.1499330655957162
1285a37b,full,7403,284,0.038362825881399436
1285a37b,prefix,1806,50,0.02768549280177187
1285a37b,post_ps,5597,234,0.0418081114882973
1285a37b,prefix_last512,512,11,0.021484375
1285a37b,post_first512,512,17,0.033203125
1285a37b,post_last512,512,35,0.068359375
1285a37b,lateral_prefix,702,17,0.024216524216524215
1295a25b,full,7037,2887,0.4102600540002842
1295a25b,prefix,1486,414,0.27860026917900405
1295a25b,post_ps,5551,2473,0.44550531435777335
1295a25b,prefix_last512,512,238,0.46484375
1295a25b,post_first512,512,260,0.5078125
1295a25b,post_last512,512,168,0.328125
1295a25b,lateral_prefix,687,304,0.44250363901018924
12f0cd90,full,7431,1932,0.25999192571659263
12f0cd90,prefix,1484,199,0.13409703504043127
12f0cd90,post_ps,5947,1733,0.2914074323188162
12f0cd90,prefix_last512,512,160,0.3125
12f0cd90,post_first512,512,143,0.279296875
12f0cd90,post_last512,512,123,0.240234375
12f0cd90,lateral_prefix,380,147,0.3868421052631579
137d1e44,full,6313,2756,0.4365594804371931
137d1e44,prefix,1759,544,0.30926662876634453
137d1e44,post_ps,4554,2212,0.4857268335529205
137d1e44,prefix_last512,512,305,0.595703125
137d1e44,post_first512,512,246,0.48046875
137d1e44,post_last512,512,267,0.521484375
137d1e44,lateral_prefix,725,371,0.5117241379310344
13ce113d,full,4875,921,0.18892307692307692
13ce113d,prefix,1909,354,0.18543740178103718
13ce113d,post_ps,2966,567,0.19116655428186108
13ce113d,prefix_last512,512,137,0.267578125
13ce113d,post_first512,512,67,0.130859375
13ce113d,post_last512,512,102,0.19921875
13ce113d,lateral_prefix,492,124,0.25203252032520324
13f598d9,full,8934,4772,0.5341392433400493
13f598d9,prefix,1628,709,0.4355036855036855
13f598d9,post_ps,7306,4063,0.556118258965234
13f598d9,prefix_last512,512,291,0.568359375
13f598d9,post_first512,512,317,0.619140625
13f598d9,post_last512,512,216,0.421875
13f598d9,lateral_prefix,741,425,0.573549257759784
14a53cb3,full,8780,1136,0.12938496583143508
14a53cb3,prefix,1861,231,0.12412681354110693
14a53cb3,post_ps,6919,905,0.13079924844630728
14a53cb3,prefix_last512,512,54,0.10546875
14a53cb3,post_first512,512,38,0.07421875
14a53cb3,post_last512,512,24,0.046875
14a53cb3,lateral_prefix,791,88,0.11125158027812895
14ab73fb,full,5279,2114,0.4004546315590074
14ab73fb,prefix,1630,619,0.37975460122699384
14ab73fb,post_ps,3649,1495,0.4097012880241162
14ab73fb,prefix_last512,512,210,0.41015625
14ab73fb,post_first512,512,200,0.390625
14ab73fb,post_last512,512,194,0.37890625
14ab73fb,lateral_prefix,677,274,0.40472673559822747
14ad5efb,full,7352,1274,0.17328618063112078
14ad5efb,prefix,1510,83,0.05496688741721854
14ad5efb,post_ps,5842,1191,0.20386853817185896
14ad5efb,prefix_last512,512,40,0.078125
14ad5efb,post_first512,512,48,0.09375
14ad5efb,post_last512,512,131,0.255859375
14ad5efb,lateral_prefix,137,11,0.08029197080291971
14fee784,full,6406,3536,0.5519825163908836
14fee784,prefix,1496,588,0.393048128342246
14fee784,post_ps,4910,2948,0.6004073319755601
14fee784,prefix_last512,512,300,0.5859375
14fee784,post_first512,512,314,0.61328125
14fee784,post_last512,512,284,0.5546875
14fee784,lateral_prefix,683,379,0.554904831625183
153552f5,full,6498,1219,0.1875961834410588
153552f5,prefix,1803,243,0.13477537437603992
153552f5,post_ps,4695,976,0.2078807241746539
153552f5,prefix_last512,512,97,0.189453125
153552f5,post_first512,512,105,0.205078125
153552f5,post_last512,512,116,0.2265625
153552f5,lateral_prefix,777,151,0.19433719433719435
1550491d,full,5929,226,0.038117726429414744
1550491d,prefix,1366,56,0.040995607613469986
1550491d,post_ps,4563,170,0.037256191102344946
1550491d,prefix_last512,512,18,0.03515625
1550491d,post_first512,512,18,0.03515625
1550491d,post_last512,512,16,0.03125
1550491d,lateral_prefix,712,26,0.03651685393258427
155887bb,full,7062,1761,0.24936278674596432
155887bb,prefix,1477,246,0.16655382532159782
155887bb,post_ps,5585,1515,0.2712623097582811
155887bb,prefix_last512,512,63,0.123046875
155887bb,post_first512,512,173,0.337890625
155887bb,post_last512,512,65,0.126953125
155887bb,lateral_prefix,243,51,0.20987654320987653
1590af81,full,5231,905,0.17300707321735806
1590af81,prefix,1432,114,0.07960893854748603
1590af81,post_ps,3799,791,0.2082126875493551
1590af81,prefix_last512,512,80,0.15625
1590af81,post_first512,512,89,0.173828125
1590af81,post_last512,512,108,0.2109375
1590af81,lateral_prefix,738,106,0.14363143631436315
15e154a1,full,7699,3681,0.47811404078451747
15e154a1,prefix,1631,732,0.4488044144696505
15e154a1,post_ps,6068,2949,0.48599208965062624
15e154a1,prefix_last512,512,285,0.556640625
15e154a1,post_first512,512,301,0.587890625
15e154a1,post_last512,512,196,0.3828125
15e154a1,lateral_prefix,622,348,0.5594855305466238
1619e2ca,full,6002,2166,0.3608797067644119
1619e2ca,prefix,1559,403,0.2584990378447723
1619e2ca,post_ps,4443,1763,0.3968039612874184
1619e2ca,prefix_last512,512,213,0.416015625
1619e2ca,post_first512,512,220,0.4296875
1619e2ca,post_last512,512,154,0.30078125
1619e2ca,lateral_prefix,656,268,0.40853658536585363
16e4a047,full,5684,3138,0.5520760028149191
16e4a047,prefix,1553,772,0.4971023824855119
16e4a047,post_ps,4131,2366,0.5727426773178407
16e4a047,prefix_last512,512,260,0.5078125
16e4a047,post_first512,512,310,0.60546875
16e4a047,post_last512,512,389,0.759765625
16e4a047,lateral_prefix,272,138,0.5073529411764706
173ed841,full,6530,2354,0.36049004594180706
173ed841,prefix,1647,452,0.27443837279902855
173ed841,post_ps,4883,1902,0.38951464263772273
173ed841,prefix_last512,512,243,0.474609375
173ed841,post_first512,512,261,0.509765625
173ed841,post_last512,512,134,0.26171875
173ed841,lateral_prefix,724,311,0.42955801104972374
1770d7c6,full,9121,410,0.0449512114899682
1770d7c6,prefix,1881,77,0.04093567251461988
1770d7c6,post_ps,7240,333,0.04599447513812155
1770d7c6,prefix_last512,512,23,0.044921875
1770d7c6,post_first512,512,29,0.056640625
1770d7c6,post_last512,512,22,0.04296875
1770d7c6,lateral_prefix,704,28,0.03977272727272727
177622d7,full,4699,2224,0.4732921898276229
177622d7,prefix,1545,448,0.28996763754045307
177622d7,post_ps,3154,1776,0.5630944831959417
177622d7,prefix_last512,512,269,0.525390625
177622d7,post_first512,512,287,0.560546875
177622d7,post_last512,512,256,0.5
177622d7,lateral_prefix,717,349,0.48675034867503486
18d24f7b,full,6260,759,0.12124600638977635
18d24f7b,prefix,1702,162,0.09518213866039953
18d24f7b,post_ps,4558,597,0.13097849934181657
18d24f7b,prefix_last512,512,104,0.203125
18d24f7b,post_first512,512,63,0.123046875
18d24f7b,post_last512,512,80,0.15625
18d24f7b,lateral_prefix,719,117,0.1627260083449235
19137a89,full,7958,650,0.0816788137723046
19137a89,prefix,1691,292,0.17267888823181549
19137a89,post_ps,6267,358,0.057124621030796234
19137a89,prefix_last512,512,34,0.06640625
19137a89,post_first512,512,30,0.05859375
19137a89,post_last512,512,41,0.080078125
19137a89,lateral_prefix,700,43,0.06142857142857143
1944513c,full,6599,503,0.07622367025306864
1944513c,prefix,1877,326,0.17368140649973363
1944513c,post_ps,4722,177,0.03748411689961881
1944513c,prefix_last512,512,19,0.037109375
1944513c,post_first512,512,23,0.044921875
1944513c,post_last512,512,21,0.041015625
1944513c,lateral_prefix,690,24,0.034782608695652174
197f8a5a,full,8248,4272,0.5179437439379243
197f8a5a,prefix,1938,981,0.5061919504643962
197f8a5a,post_ps,6310,3291,0.5215530903328051
197f8a5a,prefix_last512,512,370,0.72265625
197f8a5a,post_first512,512,353,0.689453125
197f8a5a,post_last512,512,259,0.505859375
197f8a5a,lateral_prefix,776,555,0.7152061855670103
19871e7f,full,7152,1009,0.141079418344519
19871e7f,prefix,1859,249,0.13394298009682626
19871e7f,post_ps,5293,760,0.14358586812771584
19871e7f,prefix_last512,512,64,0.125
19871e7f,post_first512,512,48,0.09375
19871e7f,post_last512,512,135,0.263671875
19871e7f,lateral_prefix,733,84,0.1145975443383356
198a5607,full,8094,2020,0.24956758092414133
198a5607,prefix,1843,338,0.18339663591969615
198a5607,post_ps,6251,1682,0.26907694768836987
198a5607,prefix_last512,512,183,0.357421875
198a5607,post_first512,512,170,0.33203125
198a5607,post_last512,512,94,0.18359375
198a5607,lateral_prefix,685,196,0.28613138686131384
19fb4f7b,full,7923,300,0.03786444528587656
19fb4f7b,prefix,2303,58,0.02518454190186713
19fb4f7b,post_ps,5620,242,0.04306049822064057
19fb4f7b,prefix_last512,512,22,0.04296875
19fb4f7b,post_first512,512,21,0.041015625
19fb4f7b,post_last512,512,30,0.05859375
19fb4f7b,lateral_prefix,838,25,0.029832935560859187
1a518997,full,6544,2398,0.36644254278728605
1a518997,prefix,1938,525,0.2708978328173375
1a518997,post_ps,4606,1873,0.4066435084672167
1a518997,prefix_last512,512,138,0.26953125
1a518997,post_first512,512,206,0.40234375
1a518997,post_last512,512,184,0.359375
1a518997,lateral_prefix,799,203,0.25406758448060074
1a68190b,full,6502,1537,0.2363888034450938
1a68190b,prefix,2028,304,0.14990138067061143
1a68190b,post_ps,4474,1233,0.275592311130979
1a68190b,prefix_last512,512,118,0.23046875
1a68190b,post_first512,512,189,0.369140625
1a68190b,post_last512,512,178,0.34765625
1a68190b,lateral_prefix,727,157,0.21595598349381018
1a730ac2,full,6049,1797,0.29707389651182015
1a730ac2,prefix,1444,422,0.2922437673130194
1a730ac2,post_ps,4605,1375,0.2985884907709012
1a730ac2,prefix_last512,512,152,0.296875
1a730ac2,post_first512,512,168,0.328125
1a730ac2,post_last512,512,154,0.30078125
1a730ac2,lateral_prefix,644,184,0.2857142857142857
1aaf1da0,full,6321,1498,0.2369878183831672
1aaf1da0,prefix,1517,215,0.14172709294660515
1aaf1da0,post_ps,4804,1283,0.2670691090757702
1aaf1da0,prefix_last512,512,130,0.25390625
1aaf1da0,post_first512,512,103,0.201171875
1aaf1da0,post_last512,512,144,0.28125
1aaf1da0,lateral_prefix,483,128,0.2650103519668737
1b08ed48,full,7175,3936,0.5485714285714286
1b08ed48,prefix,1557,676,0.4341682723185613
1b08ed48,post_ps,5618,3260,0.5802776788892845
1b08ed48,prefix_last512,512,303,0.591796875
1b08ed48,post_first512,512,308,0.6015625
1b08ed48,post_last512,512,298,0.58203125
1b08ed48,lateral_prefix,722,402,0.556786703601108
1b1c5372,full,5792,1489,0.25707872928176795
1b1c5372,prefix,1531,199,0.12998040496407576
1b1c5372,post_ps,4261,1290,0.30274583431119456
1b1c5372,prefix_last512,512,115,0.224609375
1b1c5372,post_first512,512,139,0.271484375
1b1c5372,post_last512,512,189,0.369140625
1b1c5372,lateral_prefix,629,147,0.23370429252782193
1b1eba53,full,6710,941,0.14023845007451566
1b1eba53,prefix,2055,182,0.08856447688564477
1b1eba53,post_ps,4655,759,0.16305048335123523
1b1eba53,prefix_last512,512,78,0.15234375
1b1eba53,post_first512,512,110,0.21484375
1b1eba53,post_last512,512,83,0.162109375
1b1eba53,lateral_prefix,723,96,0.13278008298755187
1b6ba517,full,8611,3618,0.42016026013238883
1b6ba517,prefix,2014,822,0.40814299900695133
1b6ba517,post_ps,6597,2796,0.42382901318781263
1b6ba517,prefix_last512,512,276,0.5390625
1b6ba517,post_first512,512,274,0.53515625
1b6ba517,post_last512,512,215,0.419921875
1b6ba517,lateral_prefix,690,365,0.5289855072463768
1b82b665,full,5364,539,0.10048471290082028
1b82b665,prefix,1558,291,0.18677792041078306
1b82b665,post_ps,3806,248,0.0651602732527588
1b82b665,prefix_last512,512,36,0.0703125
1b82b665,post_first512,512,34,0.06640625
1b82b665,post_last512,512,42,0.08203125
1b82b665,lateral_prefix,609,41,0.06732348111658457
1bcb2fcf,full,6202,450,0.07255723960012898
1bcb2fcf,prefix,1678,150,0.08939213349225268
1bcb2fcf,post_ps,4524,300,0.06631299734748011
1bcb2fcf,prefix_last512,512,47,0.091796875
1bcb2fcf,post_first512,512,63,0.123046875
1bcb2fcf,post_last512,512,26,0.05078125
1bcb2fcf,lateral_prefix,711,55,0.07735583684950774
1beca81d,full,6650,2975,0.4473684210526316
1beca81d,prefix,1614,561,0.3475836431226766
1beca81d,post_ps,5036,2414,0.47934868943606035
1beca81d,prefix_last512,512,239,0.466796875
1beca81d,post_first512,512,268,0.5234375
1beca81d,post_last512,512,218,0.42578125
1beca81d,lateral_prefix,638,310,0.48589341692789967
1d3fbf02,full,4252,1406,0.3306679209783631
1d3fbf02,prefix,1558,438,0.2811296534017972
1d3fbf02,post_ps,2694,968,0.3593170007423905
1d3fbf02,prefix_last512,512,169,0.330078125
1d3fbf02,post_first512,512,173,0.337890625
1d3fbf02,post_last512,512,185,0.361328125
1d3fbf02,lateral_prefix,802,282,0.3516209476309227
1d78281a,full,6810,1311,0.19251101321585903
1d78281a,prefix,1861,248,0.13326168726491133
