well_id,query_len,self_prefix_ncc,shuffled_control_max_ncc,shuffled_control_mean_ncc,self_minus_control_max
357c12f9,512,0.7533984898053673,0.7044042402527222,0.5865532197531818,0.048994249552645086
3584a6eb,512,0.43413113183293484,0.6503506569651961,0.4878461187117448,-0.21621952513226128
35b30c7f,512,0.1910940961749566,0.390105385451516,0.26953174842148275,-0.19901128927655942
35b3ef6a,512,0.3579954232815548,0.5098139612739417,0.408611576584901,-0.15181853799238693
367456ce,512,0.5174822813752434,0.7565656868374077,0.5232852960178094,-0.23908340546216422
368131f9,512,0.5094934442988432,0.6702204513457093,0.5662859531450376,-0.16072700704686604
368fe682,493,0.257742892383438,0.6171968659605692,0.5160474367329291,-0.3594539735771312
3690a146,512,0.692800379308779,0.7045772143467586,0.6460933260828527,-0.01177683503797955
37344c2a,512,0.25443930936929976,0.3543262939612859,0.26428436489897905,-0.09988698459198614
373ef48b,494,0.27764839550368475,0.588397507654833,0.43341757164091305,-0.31074911215114825
374be387,512,0.28632523775485674,0.5747749104510802,0.4201787063100669,-0.28844967269622346
37d36812,512,0.3935052262998435,0.49032829912758014,0.4022263041108296,-0.09682307282773661
38991fd4,512,0.49148906674192017,0.5885928641392625,0.48942696140865277,-0.09710379739734232
389ae58f,512,0.6634432757629256,0.7210975518319298,0.5886902384466598,-0.057654276069004196
3932faa6,512,0.3668552733629422,0.5176229160843382,0.3866670017267944,-0.15076764272139598
398dce4b,512,0.32278163561513107,0.5734015389157268,0.4763766815945146,-0.2506199033005957
39b51819,512,0.4140626857322457,0.6553916974177382,0.46339084635494626,-0.24132901168549248
3a0af893,512,0.18591095191408516,0.628677735245905,0.4130101185715582,-0.44276678333181985
3a223519,512,0.4474058788167278,0.5756050557455706,0.404234766673949,-0.12819917692884286
3a7dd95d,416,0.5182012229902718,0.7740162912061049,0.5494963917543553,-0.2558150682158331
3a824aa7,492,0.2491630554150775,0.470850974167526,0.37441171479524993,-0.22168791875244853
3a86fe8d,484,0.3578996623588718,0.3836817271008581,0.3431877494189821,-0.025782064741986355
3aaa2b30,512,0.504040621129997,0.7062822782665819,0.5271392339281894,-0.20224165713658482
3ac16ad0,512,0.29710737800808473,0.6740591606465174,0.46316967511816015,-0.37695178263843265
3b21ea64,512,0.5213170126834088,0.599747237078072,0.422441566817231,-0.07843022439466318
3bbe1f5d,422,0.1881153582594731,0.28211604245403904,0.24370194815009985,-0.09400068419456595
3bfee975,495,0.3209860670939921,0.5260279194019353,0.3923474423386794,-0.2050418523079432
3c3dbcbc,512,0.2081194184196459,0.3518620647986843,0.2617969373319775,-0.1437426463790384
3d96d897,496,0.28867708130824127,0.3916859552155337,0.3195073889651988,-0.10300887390729241
3df4b19e,512,0.2994805361973532,0.6686457112967538,0.40496780122813436,-0.36916517509940056
3e011332,512,0.28871971544153824,0.5952497946796143,0.3977031550961525,-0.306530079238076
3e678ea7,512,0.3536426656209335,0.49909507069082615,0.4337769052152154,-0.14545240506989265
3ef6372a,512,0.41329565750189917,0.5753977921030593,0.47517529644784623,-0.16210213460116013
3ef98781,483,0.2918549595074583,0.5742599032441497,0.4353256216990565,-0.28240494373669134
3f603129,512,0.3599300341991569,0.5247084003782593,0.4362750021700128,-0.16477836617910235
404c4384,512,0.2871332544503765,0.5210428214956193,0.4118916407658518,-0.2339095670452428
4121c517,512,0.5651487511796606,0.5989936539028937,0.5064985785100421,-0.03384490272323315
41fb0192,469,0.21611419810390575,0.5630953620099577,0.45264122313345867,-0.34698116390605194
42669188,512,0.3675434208341751,0.5339481589918746,0.35700466803066006,-0.16640473815769952
42c538a1,494,0.39419782384988145,0.62285279381619,0.4472062046409093,-0.22865496996630852
43b06c70,512,0.3163720096379323,0.5403257502652005,0.3307721799005076,-0.22395374062726814
43c7f85a,502,0.3705556112861206,0.4558373157924616,0.3319933971327122,-0.08528170450634104
43e16325,512,0.28380134434183346,0.6266912689547194,0.4879022097385481,-0.3428899246128859
44441e54,403,0.36821870471318574,0.5283336707420562,0.41901857465110587,-0.16011496602887043
445af6c2,512,0.46992409259935586,0.6506592451613646,0.44167101579927537,-0.18073515256200878
4463446c,491,0.23915933199789857,0.47284294486286804,0.375007600130288,-0.23368361286496947
44a94013,512,0.2454258404869199,0.3811835975329158,0.28245480744612256,-0.1357577570459959
45fb3e21,512,0.6046651185341599,0.6889494469900299,0.5618563340448787,-0.08428432845586997
460f859e,512,0.44424125154229066,0.6456076146727097,0.5441513590231811,-0.201366363130419
4630ab92,512,0.4290255979228881,0.6502178658939141,0.49400574815224063,-0.22119226797102598
463c38f2,512,0.49413918232394016,0.5585990636277234,0.427652516218493,-0.06445988130378322
4654e7de,512,0.3719562679530635,0.5793441143271345,0.4655651033192583,-0.20738784637407098
466fc788,512,0.14934126101085804,0.4577031435876928,0.33550008429570144,-0.3083618825768348
46a301e9,512,0.4404258854624668,0.6598736662590132,0.4370920707804274,-0.21944778079654642
46a7190b,477,0.2555077630511812,0.6178214552916006,0.48543309421724895,-0.36231369224041937
46d24a09,512,0.302175985235849,0.5047664726811019,0.31972917047463983,-0.20259048744525288
46d41ff6,441,0.14984391398084163,0.7483652729003881,0.5784930068771336,-0.5985213589195465
46dfcfca,438,0.3469415270630448,0.4657008926317248,0.29669168246052663,-0.11875936556868
47222616,476,0.23566040073493352,0.5865847112819982,0.39843433548276724,-0.35092431054706463
47ee27ab,512,0.48018693148097547,0.6021829707216125,0.4907155925994245,-0.12199603924063707
481de5fc,512,0.3785396205320381,0.7030346793706688,0.49275284410299663,-0.32449505883863067
48c1f673,512,0.31112482485254334,0.47152893164976384,0.34341766476296226,-0.1604041067972205
4936af16,512,0.5452181271852086,0.702754985706434,0.5655002723664962,-0.15753685852122545
493b5b31,512,0.4009191443408033,0.513946004616887,0.3982954483577272,-0.11302686027608372
49dbc14c,442,0.44911304309328304,0.5971862024966339,0.47490735697633274,-0.14807315940335086
4a035ec2,512,0.3641670998664828,0.44044501648280604,0.332932235430747,-0.07627791661632322
4a335117,512,0.45795944845234443,0.5446027801378082,0.4433022465916456,-0.08664333168546373
4a8ecc0b,512,-0.02745334928625425,0.52345036811861,0.42833724798875616,-0.5509037174048642
4b462989,512,0.6763515028695767,0.6823159330044104,0.5795804818275007,-0.00596443013483372
4b831d20,512,0.46199835151427426,0.5583424315957047,0.48323866261883425,-0.09634408008143047
4c2208f5,512,0.34925596035467465,0.6703485919737737,0.443907899393712,-0.32109263161909907
4c3168cf,512,0.2953691354313778,0.5661636206880225,0.4224149447949699,-0.2707944852566447
4c3df468,503,0.17325756847386845,0.6300714968382836,0.4603359506149609,-0.45681392836441514
4caa7289,486,0.4372342243515322,0.6438945693454601,0.45783264947903973,-0.20666034499392788
4cd1ac61,512,0.3399671570993066,0.7208588444889414,0.460143328349431,-0.38089168738963486
4cecf7b3,512,0.22731632990582407,0.5235779413207386,0.4256671494346434,-0.2962616114149146
4ddde4c1,512,0.46946134406152995,0.6686045395509435,0.45345805059010647,-0.1991431954894135
4e050c92,510,0.5213924719863194,0.5451084207874217,0.4973364316634757,-0.023715948801102282
4ed93db6,512,0.7116379445612094,0.743763266903946,0.5478408616886408,-0.03212532234273657
4f3eb9e9,404,0.30816052998634297,0.3066833978004503,0.23274548468271547,0.0014771321858926822
4f4ac5ce,512,0.28920582920054994,0.60393531766414,0.4248610136352302,-0.31472948846359006
4f4afcc6,512,0.38016630791659145,0.5188380619876689,0.38280316012058435,-0.13867175407107746
4f69febf,512,0.46907872462471234,0.5878656189511865,0.44805486071100925,-0.11878689432647416
4fbe9c06,512,0.31212497513781046,0.5607982122053221,0.39436599061195227,-0.24867323706751165
504c8b08,512,0.27299493446531237,0.3850724142763041,0.324027217216522,-0.11207747981099175
511e1db0,512,0.36680821740561176,0.5961680105893361,0.46828015641232734,-0.22935979318372435
512943b2,512,0.33331843668952854,0.5561949500381653,0.41191501038868855,-0.22287651334863678
5138a660,423,0.09434700422263358,0.43163205759719636,0.3258199568408393,-0.33728505337456277
516088b7,512,0.35737006772356994,0.5457760647589702,0.45476469161913907,-0.18840599703540029
521a7819,512,0.20466017247015206,0.35262272215296997,0.2686368094052433,-0.1479625496828179
5254b6db,512,0.5574271829087717,0.6463225939139359,0.5710777590500621,-0.08889541100516418
529e88ca,512,0.40912846534862424,0.5994668708354962,0.45871715012080877,-0.19033840548687198
52f1e77a,512,0.42055329350484705,0.6373998166671694,0.5386126080728385,-0.21684652316232234
5305524b,512,0.17831507429638915,0.39812775600250494,0.2942517920631997,-0.2198126817061158
53134831,512,0.3602652320759787,0.4935752028436232,0.38319137035812695,-0.1333099707676445
5397ceb1,512,0.4800119884005932,0.5589978211341116,0.4349238635772823,-0.07898583273351834
53f23031,512,0.26842384300231265,0.27600383918242277,0.23707247160082737,-0.007579996180110127
543198e8,512,0.29806479159060595,0.4828738220829789,0.3228773801472905,-0.18480903049237296
54753541,512,0.7009888585580832,0.8594181406042212,0.5457567293580973,-0.15842928204613793
54a7e3c2,512,0.2778038674018113,0.729510241499758,0.51362740628896,-0.4517063740979467
5542c301,512,0.40674548631784185,0.5638131231726121,0.4359420346426935,-0.15706763685477027
5567d551,500,0.4061279663483832,0.5079508337000845,0.44265571716110724,-0.10182286735170132
55efee7f,512,0.38787583837420775,0.573898788021761,0.41573929183153685,-0.18602294964755323
5663b2b7,512,0.8339228998839348,0.9172742340214903,0.7663176796089558,-0.08335133413755558
5693dde2,452,0.260354390113957,0.5268961424800752,0.4270765406365846,-0.2665417523661182
56b00794,409,0.3662850787178947,0.532668430712573,0.42180500132752696,-0.1663833519946783
57796579,512,0.17883969984437897,0.5402723156625469,0.2980546752532445,-0.3614326158181679
577eec7c,512,0.3178322825170881,0.5494440525672037,0.4232439071025445,-0.23161177005011563
57f05c51,512,0.11247390217678452,0.4466098124223914,0.32391937978136237,-0.33413591024560685
58850d2c,512,0.38781565096973003,0.7002234703524709,0.5486930597218204,-0.31240781938274087
58fa8486,512,0.542467124459197,0.8208096582890829,0.6840820586561708,-0.27834253382988594
591cc951,512,0.5563105333166921,0.7572200223508492,0.6367977648926954,-0.20090948903415706
593876b6,508,0.27228325107840545,0.5434917347202146,0.43416599868112876,-0.27120848364180916
59f8b2e8,512,0.3802995197559057,0.47066439967136586,0.34252635782207164,-0.09036487991546016
5a1a8fd8,512,0.5330178230795589,0.5951854607185327,0.483360510140533,-0.062167637638973816
5a5269a9,512,0.4551413751813752,0.5515515629972451,0.4524132310817093,-0.09641018781586985
5a5d1982,512,0.49305675774789975,0.6906598677331547,0.5304445169982076,-0.19760310998525493
5a63b5d1,512,0.1859642476678119,0.5386745170484759,0.3874184653473292,-0.352710269380664
5aa03df7,512,0.44099127248493253,0.4415489018364342,0.38311912157536065,-0.000557629351501665
5aa403d0,512,0.1799233517867464,0.7096597576586103,0.5777329980390459,-0.5297364058718639
5aef5c6c,512,0.42627375721571986,0.5458000678094076,0.44238041837517406,-0.11952631059368773
5b7b6324,512,0.45939155022323247,0.5174622178630169,0.42694187402776834,-0.05807066763978447
5bd25f59,512,0.42110181205035224,0.618446209453083,0.49604772053917195,-0.1973443974027308
5beded95,512,0.48060742040387444,0.6192999239991065,0.45493968229564125,-0.13869250359523205
5cb483ac,451,0.5699844636378892,0.5562860321806066,0.4885868800396336,0.013698431457282667
5cdd8dbc,512,0.28017996070856477,0.6148187601815664,0.43184336572806997,-0.3346387994730017
5d11dfb5,512,0.5997244886454226,0.6199040634380274,0.44485220288074423,-0.020179574792604793
5d7198fd,476,0.1594550563120415,0.6391521586978915,0.45815446196694065,-0.47969710238585006
5def1ce5,512,0.09138728565321477,0.47258137252827614,0.33972011400304436,-0.3811940868750614
5eae34a8,512,0.5798987283898246,0.7080536627763767,0.5130196451392416,-0.12815493438655212
5f4d2a52,512,0.562239015935994,0.565443119961355,0.4846355579484509,-0.0032041040253609765
5f6756c5,512,0.4761872800741124,0.6997440225275036,0.4279009748171137,-0.2235567424533912
5f75f796,512,0.5194998229538557,0.6183684010461752,0.48610411597900366,-0.09886857809231953
5fb1c15f,512,0.4446827435989612,0.572336147982951,0.4423974699299393,-0.12765340438398975
5fffa282,512,0.44787837205207914,0.5960321648831867,0.4581593388538186,-0.14815379283110752
60e37807,512,0.5026904623067959,0.6037634451237249,0.4751895554569849,-0.101072982816929
61f27424,512,0.1971282859193764,0.4091209017105062,0.34205868024440744,-0.2119926157911298
62569ae3,512,0.3337150383586436,0.5733417413443195,0.4740213359053977,-0.2396267029856759
62a6f539,512,0.28889128066127245,0.5469093476646703,0.42942256768897274,-0.2580180670033978
633774dc,512,0.38778605774754393,0.583432467128456,0.4172462884215666,-0.19564640938091205
63559d57,512,0.26779613659567575,0.6540160506319063,0.517781795344045,-0.3862199140362305
647f2a41,512,0.2221633649484705,0.4352724561292536,0.2991722270272404,-0.21310909118078308
65156b96,512,0.4329557575152513,0.5699100991381325,0.4370944273884947,-0.13695434162288123
653612bc,447,0.21217618674618607,0.45820206720065343,0.32534368143443737,-0.24602588045446735
656a067b,512,0.3650409594692764,0.7020052812632349,0.5139068091446625,-0.3369643217939585
65a5466a,478,0.49356093196679973,0.5508610270546264,0.4523618628638004,-0.05730009508782663
660d9546,469,0.5619592960977192,0.6206898226699776,0.5309042650262166,-0.05873052657225841
6767c111,512,0.5841958553778892,0.65738608467692,0.49776422167812834,-0.07319022929903074
67847288,512,0.45797320693430643,0.5938077666304121,0.4780785791351218,-0.1358345596961057
67a8da4a,512,0.4410412039094696,0.5616364343349027,0.4308016409904531,-0.12059523042543313
684a6fc1,512,0.08355696395297436,0.5259049644650369,0.41156082311615866,-0.4423480005120625
698930d1,512,0.40152154068926116,0.5011860933410803,0.44972194966882545,-0.09966455265181917
699ea575,451,0.18151877720781726,0.31268768396012764,0.2548523255142097,-0.13116890675231038
69c1bdad,512,0.4289509775891166,0.7099890225506713,0.4801873031224016,-0.2810380449615547
