well_id,nearest_well,nearest_xy_distance_ft,nn5_xy_distance_ft,nn10_xy_distance_ft
12f0cd90,b95e7121,432.81827549193974,2621.5315942403486,3334.939970448933
137d1e44,5f75f796,377.86990195023014,3205.912308048889,4734.205057514748
13ce113d,2075c696,4945.2110100684085,6246.956816922963,10040.100985572753
13f598d9,0dd99dc5,222.91910999312654,1623.2718583462527,2210.3793323548653
14a53cb3,2d196986,354.0918290498438,2780.062761953391,3360.4645160007008
14ab73fb,eba6605e,364.8865967667104,6905.049663919907,7349.139248442786
14ad5efb,9da441ba,368.8054937223837,1969.4746924244198,2653.0231420966693
14fee784,84633df4,555.1596517219806,2379.4002059552895,3549.4757423175333
153552f5,925a7cd1,450.72705576645023,2699.6262574661014,4216.639520044475
1550491d,c2717d4f,224.2661590609886,2468.735967494248,3937.835757633912
155887bb,00bbac68,894.9977029019811,3880.0093533906406,6017.125383170681
1590af81,45fb3e21,516.4295007067172,2289.078438935338,3531.7252191670773
15e154a1,bcebcc5f,2.0096019504267546,2521.0569454895513,5693.811642976789
1619e2ca,272abef3,1811.817678603564,4046.9223578543006,5101.20301208432
16e4a047,699ea575,284.5045772920473,2098.743949556232,4176.331709395089
173ed841,204cc64b,193.25627881160733,1663.3950680461812,3711.651521317683
1770d7c6,4b831d20,285.2699116625179,819.9864221437007,2489.6932735781584
177622d7,abf460d2,181.56243003458152,2232.5980064712267,3611.3970898391776
18d24f7b,b585b4fa,359.5348335002221,1260.2243458208063,2114.726746721532
19137a89,f72b268f,355.9682206320999,3561.938871934945,4623.447086190188
1944513c,1550491d,248.0297177758107,2649.534697356992,4038.586743899389
197f8a5a,98bc6f66,1214.210615708847,2970.211507957005,4032.513721861289
19871e7f,79507629,349.80161263205054,2775.369933468393,4860.418839369634
198a5607,633774dc,397.44666874929624,1736.8351806664684,6514.222873252262
19fb4f7b,1285a37b,363.14906718862926,5514.388050590728,6743.744698608073
1a518997,fbd68d27,364.3586542130782,936.2948853860734,1648.543147448716
1a68190b,1d78281a,491.64476942221995,2370.147577261881,2890.465062321524
1a730ac2,0498acab,1299.2180773450525,3579.4887360208686,4249.511675722326
1aaf1da0,43b06c70,332.3307713709122,1520.0379162708143,3757.647969900632
1b08ed48,b7974e66,296.605667679998,3006.220264800867,5790.602061867331
1b1c5372,944f36b9,368.272560069189,1011.3888285422952,2934.4673597263986
1b1eba53,727a3a10,1572.5243182220636,2920.0513004397826,3504.499705193447
1b6ba517,cc8a1d57,1166.0966533697622,1984.2943558102238,3561.729314026728
1b82b665,0390d174,535.4658855610782,1408.6962875297427,3458.699851100241
1bcb2fcf,be35c8f2,971.4948453802025,2517.1659250235807,3300.0995980272596
1beca81d,5aa03df7,1285.9054810130888,6526.562012407417,6711.190913697877
1d3fbf02,8cc21f01,354.3082392494811,6879.457513757851,9202.205479845552
1d78281a,1a68190b,491.64476942221995,2027.8285798360532,2830.860930688686
1e30dedf,ae8959c3,532.5133538231504,2188.5875862071853,3165.7220087997407
1e5e3573,0955cd6c,423.5689078533346,1602.2088527091128,5135.67780190681
1f9afacb,72dd8501,473.6786575306739,1313.6013386488532,2959.4877336459062
1fdbba44,9ae248be,390.47265000264747,2405.8354867281005,3700.7678385575196
1fee2b62,c593337f,1884.9611784331646,5158.598275820503,5574.0256310856
20096916,22c5f93f,341.17622250076397,3857.4354955072463,5139.535825003818
200d233d,c6797dd7,386.49207702121697,3846.9640255791837,4181.696460110378
201661b5,d463e527,2334.1781904988497,5622.122756193004,7709.371373238199
203721ab,b19b0395,696.5944327224925,1707.923661906577,2358.892684566218
20402d71,f2d4c8c9,509.36148303536794,1640.5986785926373,2138.48333126546
2043abc5,516088b7,1166.0133293405029,2099.47168044719,4489.11209216244
204cc64b,173ed841,193.25627881160733,1478.653286101793,3651.9456874381713
206b6193,9298ad5b,3407.1891538332666,4456.5031872199115,5805.209863320804
2075c696,0bbf5e67,4514.2027036455565,5157.051321559395,6421.669987066928
22c5f93f,20096916,341.17622250076397,3538.2463457480903,5478.6720001927
230eaaa3,3ef6372a,479.32745018387476,2870.967670472685,5286.015018234446
2364716c,f6bc699b,794.3876208126484,5085.398483786467,7582.002267369605
23b9beb0,53f23031,1.6972919608523511,2600.839215887936,5588.153011729414
24d8997e,62a6f539,413.8535644403322,1121.0458871070857,2296.088886955456
25050f63,4f69febf,844.6638133597188,1670.622695314764,2575.7367211149767
25939962,ab3ced07,320.0152766664527,1676.3369286928312,3171.666365824161
25fd32b3,37344c2a,936.5352534206362,1715.164624927061,2500.2482616130487
261785ee,cd7f1687,695.3698354830464,2289.078438935338,3250.3244406829376
264feceb,2ee0235b,349.58287057564905,1473.7736084283797,2215.0747761646094
26623a50,1944513c,4038.586743899389,4625.904515281201,5104.789995680547
26d3a96a,ccedb12b,277.4386004147121,1005.3455526333662,3594.944890662252
272abef3,d217e0c5,561.1533097112907,4110.28639747875,5288.0703683102965
27300fd5,1285a37b,296.39815923844986,5891.937338168258,6548.472814939347
276b012a,a48640d9,866.4690753857367,2556.201898325103,3064.6842576195804
27c3155b,57f05c51,177.5265402692735,694.9741898087211,4243.940111971609
27ebb9b9,5663b2b7,204.13610067804805,1143.2122064606367,2566.2148403629694
283269ac,052d64df,488.6614830328947,4398.4892141849095,6469.699710032933
28473855,bcebcc5f,4910.9970629700565,5343.582000568646,8621.188992087958
28f4eda9,c59b6c4a,591.8323564151264,1825.7487479386257,3009.9305998145746
29b24409,cdc60a53,360.21565610026494,1436.3196103931923,2270.685362792414
29de15c8,3ef98781,231.957238515893,1105.6297760549123,2321.6937046905923
2ab29395,da2d4d7c,419.007224042881,1998.4265299478711,4468.067960472201
2ac7cb6b,fae0c593,760.6738218182085,1835.0488208220545,2519.56510820806
2acc78d4,044af7d1,1384.3756460226205,2381.7347464819677,3293.628968691102
2b034622,ab6fe95d,569.2689421530062,12953.949933024118,19486.492295384884
2b06ad65,4c3168cf,224.21150193497675,569.9558987322546,2171.453605329941
2b547943,da2d4d7c,437.61837712760666,1922.299390885702,3790.384944302982
2be5c96a,647f2a41,841.9965204800545,3792.2832079105,4977.87639526139
2bff06cf,65156b96,1075.23314722903,2802.3697193803305,4439.165333224287
2c0c4a4e,7271dd80,897.7661495066902,1877.9366580638666,6312.29144584607
2cee0cba,0d99f8e4,467.7877344482684,4796.322201823201,8221.508208108917
2d0c268a,c96c018a,1978.9305937297336,2356.208607488041,3231.272327799121
2d179ded,d1457cc5,711.7088519892978,4944.581882313007,14483.597750838764
2d196986,14a53cb3,354.0918290498438,2753.9463137287507,3389.183100586495
2d2d0c6b,77e4821c,801.3212153064698,1630.8219283538804,2701.402917929982
2d35f86d,8612b37f,931.5109980024944,2521.6043119013934,4286.118797758468
2d9f6cb9,dbee6c86,265.5382550591852,534.4904490262868,1677.3686780192918
2ddad940,ee4aecac,171.4618922675074,3783.6935298991275,6879.457513757851
2e29e833,a3518960,899.641130673837,3395.6048289813416,4763.617607921561
2e43c2ea,b56bc0aa,645.0681075668999,1749.925779597541,2571.079274254401
2e63d9de,e201fd6d,2609.7111532505082,3492.5218335897266,7647.406949351944
2ee0235b,264feceb,349.58287057564905,1696.74102425802,2213.26083980181
2f19d536,8b9d8326,2756.4902670787087,4434.986385469634,5467.790648113743
2f8e53c3,89fdb2f2,1.6263455970583316,706.0593211621499,1970.9090817433992
2fa01aa6,febb4411,868.9992005749812,2651.728767125405,4020.599858329604
2fd68f7b,9a6b0392,402.92459766071954,1582.2443124874517,2254.3965011727055
2fe023be,8d92cb49,386.09260702595407,1734.902910050065,3870.6547427796013
30d75030,d60430e6,1594.0770253973606,2597.4084944035612,3569.2799980108794
310c71a5,811f52b3,321.0452754673761,980.288844167985,1805.2651707989414
32fe84c9,ff0aea78,1542.9955840829964,5835.299049149126,6803.525572414854
33c40295,7b2c7b3c,744.5001803895592,2355.5868325537035,3805.755221621755
3407f5bf,93f5d2e6,470.6860280484614,2466.561855802671,2969.626390524732
3417285d,10b89021,184.5267072815087,3548.6191231239673,4893.042057064464
347242c8,29de15c8,2779.252783483539,3265.725432809927,3750.0548997714404
353e5502,39b51819,2217.817740978834,3165.573935339574,4486.599680393035
357c12f9,ef04658e,249.44294277454404,2933.0178979677335,4030.3401799848953
3584a6eb,47222616,364.3745991422396,1357.7593128754831,2808.2446312955603
35b30c7f,e3b34f5b,431.7470677375699,4952.776097553826,6539.727822424742
35b3ef6a,c03b9305,1177.731394206714,5047.677557550732,6046.001716448653
367456ce,efde6ac3,714.6997000838559,2328.2781036850724,3022.713483362261
368131f9,f40cd091,682.6095510614645,2679.581605045708,5080.050778378276
368fe682,8a9c8932,756.8947816571191,1594.2931035414194,2089.5014816457556
3690a146,f03f10fe,330.575645352446,1466.483089435342,2132.2803302803945
37344c2a,e85074c5,793.0183777189642,1630.8219283538804,2717.4635392770783
373ef48b,be83e781,373.0152878902911,1749.9610587950383,2492.6444386836406
374be387,bd2c2f34,530.5960938418345,5466.014829004774,9796.894158834297
37d36812,fd710aea,250.79975279109343,1687.3915705905372,2920.002836179986
38991fd4,c6b782a4,338.7180718531244,2225.7921143715744,5263.719923447866
389ae58f,a056d01e,1668.5553899405259,5066.2936267945925,9202.205479845552
3932faa6,5663b2b7,819.754205417395,1506.8353720629973,2629.5952863509474
398dce4b,8b5be31b,411.46408603908486,2889.872492775132,5772.529385121965
39b51819,9ab94eeb,837.3552603884023,4457.92669402491,5232.61437467945
3a0af893,f074d277,418.32879520807955,2799.8268347881185,5622.122756193004
3a223519,ffefef30,166.2024659867429,797.6780937193798,3316.971651431371
3a7dd95d,504c8b08,6418.37144292069,7444.119428280285,8585.865537498346
3a824aa7,ab3ced07,593.6965814288097,1244.5629918970035,2920.002836179986
3a86fe8d,e0f36d98,488.51025987168305,3074.2697002865802,5985.455942616299
3aaa2b30,d543916f,329.1842318518888,1696.3521881966249,3429.228363932699
3ac16ad0,da3bfe4e,524.2798425456509,1833.102916068614,2821.372459017043
3b21ea64,fa667be2,154.42371093856846,657.7543262494704,2069.7691025331387
3bbe1f5d,7cd4bb31,869.4126856677775,1637.7783729489372,2359.3377674468506
3bfee975,86454a6f,543.115558330323,2036.5274776441645,3342.9252594246286
3c3dbcbc,20096916,369.6896787847604,4128.714519859662,4843.228728131883
3d96d897,f9fc81aa,334.5616363244416,1449.3830422975886,1830.8915777020043
3df4b19e,992c99e8,357.74264339061665,2084.4348613713637,2289.7733412938524
3e011332,60e37807,356.4982875131446,2293.517568125634,4544.884483471329
3e678ea7,e46f4ef4,457.23884885224845,2808.213434285435,5573.34795032573
3ef6372a,230eaaa3,479.32745018387476,3200.48919293586,4901.3159711755425
3ef98781,29de15c8,231.957238515893,944.276582892826,2325.201221400033
3f603129,f72b268f,871.9750317528811,2596.3885620800256,3649.6742211465294
404c4384,81fc01c6,331.12780266843083,2479.6922707865765,3451.8936027927543
4121c517,bb682ebd,190.15939629703664,967.3709901067085,5382.08041300931
41fb0192,4a035ec2,489.3403221684046,2449.671694656335,3202.6770930742173
42669188,00e12e8b,415.90193904323473,5080.374006803188,9156.303174737093
42c538a1,9314ff13,5261.756970081257,5807.084806079804,6193.123925677579
43b06c70,1aaf1da0,332.3307713709122,1198.479868208361,3935.021565442527
43c7f85a,f8afa78a,586.4069093216315,1669.1398631033505,2179.8139900690544
43e16325,a08d9e63,5394.3788686836315,6580.514779293407,8375.331509767231
44441e54,2f8e53c3,197.556764753787,867.4149049328859,2047.6709916389618
445af6c2,4fbe9c06,483.8404502518961,1292.7782456784958,1751.1052918942275
4463446c,b04b58a3,2684.5505229179535,4678.245442909055,6978.540920887466
44a94013,5305524b,593.4323271441332,2326.069353609008,3603.7975391106816
45fb3e21,1590af81,516.4295007067172,2794.4241238579616,3549.2179779353355
460f859e,bf39bc20,470.740880421433,2081.411236877477,2753.9463137287507
4630ab92,84815d5a,262.7573896202659,3155.3491143294063,4640.868412053801
463c38f2,55efee7f,478.4339373411212,1856.2224642536557,4140.108060195835
4654e7de,d6c320d9,387.00826619085956,1772.7721492059836,1923.4028676541136
466fc788,4cecf7b3,499.47347096719915,2798.242594272222,3577.1154651900524
46a301e9,54a7e3c2,1727.7165206422458,3156.204916699693,7034.305191630463
46a7190b,8c8348e8,305.557476753655,4578.810920752369,8743.46726034933
46d24a09,1fdbba44,425.07543295266885,2762.181466395891,4073.6044952843135
46d41ff6,ae0784a8,626.9871310484032,4846.228537790966,5803.6105657253665
46dfcfca,8c8348e8,288.33421250358856,4645.955879138531,8644.559847516794
47222616,3584a6eb,364.3745991422396,1210.4201532114869,2851.1907217160706
47ee27ab,78a4a386,0.0,2053.687406325584,4944.968371344595
481de5fc,ad2133a8,509.48294623061753,1345.1559163907177,3002.7705646952477
48c1f673,c472c0b5,179.11320805611047,2309.2760019539646,2888.52132469181
4936af16,940a48d9,409.8949159234524,2090.356217155272,2900.6579959727524
493b5b31,27c3155b,336.77924668832884,833.8222907193258,4310.668113100367
49dbc14c,4a335117,3359.5768155227647,4978.744894499129,5580.594952798201
4a035ec2,41fb0192,489.3403221684046,2500.9629618405943,3366.530883030779
4a335117,b4d8dd4f,3169.194950094132,4222.6659330926,4626.956922319576
4a8ecc0b,fba7683c,110.71120855667121,1351.7367857682918,4551.943327338494
4b462989,5542c301,394.4505571046908,2503.0401412083775,3055.0361340743025
4b831d20,1770d7c6,285.2699116625179,1077.9394049759771,2754.8538552163127
4c2208f5,a8ed028a,198.67452780859674,4426.315471461443,4899.909398550061
4c3168cf,2b06ad65,224.21150193497675,585.4158922509264,2334.6739783103876
4c3df468,6d1d74e1,469.3428635868442,2227.1518256735067,3026.46536236581
4caa7289,6ede926a,340.2287833208707,2321.8500667570934,2962.2063704778975
4cd1ac61,d50c649a,578.0663630589185,1630.1401272894911,3528.7797791871067
4cecf7b3,466fc788,499.47347096719915,2601.1227761296095,3365.4801556538137
4ddde4c1,f5d8aab6,308.41394164337316,922.6393302369443,4829.97189113964
4e050c92,5cb483ac,356.43527112200945,706.0593211621499,2612.3189090342926
4ed93db6,da940160,557.2799587278695,1409.0482071240162,2326.0775750823914
4f3eb9e9,3df4b19e,798.6425168373119,2106.723785406888,2733.3345975383645
4f4ac5ce,c42fe306,357.84054130304867,1709.139335806248,2148.784945032983
4f4afcc6,87aa3730,361.3440096364226,1583.3611776538035,2469.7784632025164
4f69febf,28f4eda9,650.2728811817782,1821.9171809111235,2843.827329849522
4fbe9c06,729f4217,384.468949721397,1199.112474499331,1629.9525227745462
504c8b08,95c8427f,601.6482461538604,2344.852115123808,3478.3991313819593
511e1db0,ce8399b7,0.031622776410252254,2794.229328920615,4263.345408854562
512943b2,fd8f77fa,398.91244177143506,2001.6681613592782,2315.590561822021
5138a660,7bb17b96,350.3506159549652,1159.845262179347,2178.7415572299083
516088b7,125be846,361.4846338366731,1166.0133293405029,5277.8321814357205
521a7819,f6824bb0,371.33993119522074,1065.0716176860421,1982.8508755072542
5254b6db,f140c2fa,427.93748375219207,2554.2464154620243,4002.984377536522
529e88ca,f72b268f,1980.861664655144,3367.076163320464,4987.431414916759
52f1e77a,fde20ecf,345.96467984450373,2096.3129781833377,2786.244201806459
5305524b,44a94013,593.4323271441332,1742.6681667489113,3465.627517045034
53134831,89f36adf,379.9525024265477,1654.0391749892356,4226.2290750148895
5397ceb1,09053135,783.0184716211629,2491.8486694419103,4300.960515605662
53f23031,23b9beb0,1.6972919608523511,2599.30674344139,5586.4960610116905
543198e8,ecdaf714,1139.3580469720841,4121.216189730964,5133.141100827227
54753541,b8c49c1a,533.1479862101726,3852.925467965713,5961.924200541394
54a7e3c2,198a5607,413.25350875693795,1793.2163258513867,6432.50539361615
5542c301,4b462989,394.4505571046908,2279.166409369849,2902.548350140068
5567d551,bb337fa0,273.79755239948133,3489.7553708678483,6680.390129513161
55efee7f,ae069086,457.55229296769966,2225.7921143715744,3739.676884237545
5663b2b7,75d20a82,0.0,1345.1559163907177,2759.594958848046
5693dde2,c99f9fae,2201.445599282155,4763.617607921561,5249.435372275743
56b00794,e85074c5,511.92547211504154,1617.5528926127877,1880.4615368042296
57796579,ab94878e,375.454408017682,2794.229328920615,3468.5509822114172
577eec7c,a85e4bc3,1143.6199652856712,10848.995697339744,18054.95398228682
57f05c51,27c3155b,177.5265402692735,535.6900344418486,4069.7241870306034
58850d2c,e201fd6d,1685.1002034600397,4578.810920752369,8249.744266060636
58fa8486,f140c2fa,399.61762336014067,1995.0473502651494,3262.4479175766805
591cc951,ae069086,454.2787465864464,2562.180434024753,3812.7449636188703
593876b6,0be01c24,227.0427316606714,1782.3801740927952,2219.7938348639495
59f8b2e8,6d6d93af,767.3820055878053,11707.21092831687,12904.91005905888
5a1a8fd8,9d072e4c,367.59483701484737,2679.581605045708,4286.080603686714
5a5269a9,a622ce4d,685.523304126334,2191.5587671336802,3076.9008827066345
5a5d1982,eeed308d,347.79773719804297,1450.98818968306,2280.4686979652697
5a63b5d1,7e721392,441.23799496385294,2578.5920314193945,12120.256160217858
5aa03df7,1beca81d,1285.9054810130888,5954.125749167756,7484.733854146019
5aa403d0,f439a621,418.81179376879686,2233.000981146163,2702.4051297502124
5aef5c6c,389ae58f,4194.894768119991,8050.679919292499,9991.665083723588
5b7b6324,aed44918,6376.447080514416,7046.165643312435,7307.480177359357
5bd25f59,c472c0b5,578.214856692618,1701.0135663772921,2390.010726879555
5beded95,3ef6372a,2397.182098256279,2832.5688652530566,5076.733253776557
5cb483ac,4e050c92,356.43527112200945,564.0658665439566,2257.3224585777625
5cdd8dbc,dd7d638e,477.3293424880024,2899.321258036081,3634.188085294658
5d11dfb5,82aab6d2,290.02856497245756,1352.524394456756,5091.054748566538
5d7198fd,e5c92e59,1266.3023146546855,1939.026391388285,5455.425364259076
5def1ce5,6a0ff78e,305.4760993923238,1292.7782456784958,2072.681589825132
5eae34a8,0bbf5e67,925.3623822588972,5074.816301788744,7025.132745173071
5f4d2a52,b95e7121,2021.5510495163376,2814.6506818787766,3493.463132909788
5f6756c5,9df1b1f9,1605.1788713412084,3979.496193741025,4626.042607196918
5f75f796,137d1e44,377.86990195023014,3546.4911231945966,5098.9238544026475
5fb1c15f,5542c301,825.9128783352468,2290.514986678743,3379.604778742803
5fffa282,e0f36d98,701.0508114251872,3846.8865778574923,5671.768817590987
60e37807,3e011332,356.4982875131446,2599.30674344139,4188.39171693633
61f27424,ecdab904,493.19124333272504,2603.641269031115,6261.3470835917515
62569ae3,08fecf00,447.57702945973125,2077.251510457989,4226.2290750148895
62a6f539,e7c36e81,334.646796638086,1026.9468025658905,2042.8804652500598
633774dc,198a5607,397.44666874929624,1882.6053209581335,6720.889660788937
63559d57,7987f2f2,300.7946598596388,2433.6895390537625,2811.3737472807607
647f2a41,729665c0,533.3154385539691,3412.819591510708,4751.418229255183
65156b96,2bff06cf,1075.23314722903,2569.0084323917386,3730.1758537769274
653612bc,89f36adf,467.446160001256,1602.2088527091128,3607.560947690322
656a067b,4121c517,519.4227349664418,888.1338284851208,4881.295392177957
65a5466a,944f36b9,367.1155552409272,1087.5548460652203,2462.3479536817135
660d9546,95b559e7,372.75451989231453,1563.2284164829643,3010.905024240985
6767c111,708caea9,517.9027223331664,1793.127667986659,3669.745232492422
67847288,0dd99dc5,314.4914434445728,1144.0530220229953,1965.3561875901585
67a8da4a,94d813a4,386.4894902839374,1107.4379188920627,3924.684815587068
684a6fc1,bcebcc5f,0.0,2522.902096653833,5692.174287440558
698930d1,a5aa7973,409.4722394743087,777.5183725803588,5305.746917767576
699ea575,16e4a047,284.5045772920473,2311.5065815393878,4396.146409777508
69c1bdad,283269ac,514.8686229514458,4133.322645330273,6955.084939847968
69e41fa6,08fecf00,264.647157740475,2411.2489276100805,4733.790455491594
6a0ff78e,5def1ce5,305.4760993923238,1019.1306650766999,1985.0122499621696
6a8fa194,992ce078,402.01409092231495,3666.543532934126,10589.07260830711
6ae68655,f49fdea3,854.2934649170992,5795.392348279878,7928.805306961549
6d1d74e1,4c3df468,469.3428635868442,2099.4105830447797,2862.5772760222185
6d590e26,cbe62450,194.0573804316173,2064.2125782488556,2682.776830543263
6d6d93af,59f8b2e8,767.3820055878053,11077.764044715934,12345.84011918183
6dbe4b60,512943b2,581.1677571925997,1772.6824657002446,2349.289790766632
6e6d122c,73b1447d,388.1974715269357,1467.0434270326223,2854.3780304121387
6e9ccd38,7ff89f8f,679.9106189787748,3128.504834581529,12745.819918271507
6ea22614,796dbd4c,440.2729267169588,1386.1127846248453,2778.798917698076
6ede926a,4caa7289,340.2287833208707,2064.9908366863788,2931.134839835847
708caea9,8995c945,469.0145239753142,1378.474571582394,3767.908644858668
70925e23,67a8da4a,7057.926234411786,7179.9264815316465,10178.61799560726
70e1788b,bd2c2f34,883.6034985215989,4061.6387619900634,10993.65585963108
71642c7d,73348914,270.17639645228417,1170.9666449563676,3812.181761878477
71ccf778,992ce078,402.4756315604136,2968.971258230672,10324.85829156481
7224331b,c43812e2,1248.7536543687756,2110.955283207399,4309.18657755727
722cf0d8,a4cdbb0f,655.2110934651109,1770.2440394761263,2925.6727022171854
7256229b,367456ce,1104.4484372302275,2200.1378693390866,4088.4582101326578
726f3dc2,78a4a386,266.8775114168998,2206.6460457897065,5195.955953671895
7271dd80,2c0c4a4e,897.7661495066902,2522.902096653833,6219.466783575736
727a3a10,81bf5923,624.4376450054283,3131.435771814645,3920.384939837168
729665c0,647f2a41,533.3154385539691,2927.2231999115525,4913.682214154589
729e9750,f8afa78a,537.7480567143069,1699.0278948858543,2347.5681973054507
729f4217,4fbe9c06,384.468949721397,1254.8429672272591,1641.8585873942138
72dd8501,1f9afacb,473.6786575306739,1384.918128446397,3278.149088647705
73348914,71642c7d,270.17639645228417,1379.0747535937999,4038.688824259449
739a914f,c9e980e8,1254.8250048911075,1731.1449906060266,2219.7938348639495
73b1447d,cdc31d65,283.5906036878374,1142.6743547049443,2857.135975938181
74b6186b,05948241,580.5299663238883,3451.8936027927543,5568.1200429318615
75c20ec7,153552f5,1363.4530283071042,3256.980585895623,4011.2106308446914
75cd5f11,1a518997,457.96286749037756,1155.5142744252003,1568.7527240451245
75d20a82,5663b2b7,0.0,1345.1559163907177,2759.594958848046
76201745,944f36b9,93.14817443201466,1198.357476590044,2765.8752198174425
764072a5,e14d641e,339.4394278804513,1620.9170676503081,2836.1324955826067
77b0d905,f053a1b9,480.587776998219,1359.267246202859,2395.2982693810186
77e4821c,2d2d0c6b,801.3212153064698,2296.088886955456,2629.361972437746
7850c72e,cb34231f,130.3564482486145,742.4511674180378,3469.207660677095
78a4a386,47ee27ab,0.0,2053.687406325584,4944.968371344595
79507629,19871e7f,349.80161263205054,2774.5759036294216,5049.381587293637
796dbd4c,6ea22614,440.2729267169588,1825.749459728868,2562.7585734516847
7987f2f2,63559d57,300.7946598596388,2308.359998722226,3111.9639066191376
7993a768,02e7fe5a,499.577358173751,4362.167009927319,6674.434647953158
7a5660b0,c3957531,595.6738749516934,3225.0007514573176,5846.650819349288
7acda2df,b4f37e6e,1105.144748211603,2003.4242881625344,2781.8768231898025
7b2c7b3c,60e37807,676.6390950870508,2434.5706477321187,3744.953185848957
7b38844c,5cb483ac,376.37793904555565,688.5991391948924,1958.704268897879
7bb17b96,5138a660,350.3506159549652,1377.5066923246293,2387.207247328892
7c607683,09441b8d,422.98319139185577,1409.0453509377253,2100.8515440413735
7cbbd047,a645da9a,834.7604031095873,2308.359998722226,3728.715386430003
7cd4bb31,3bbe1f5d,869.4126856677775,1958.5156670294841,2526.6153506222395
7d50373e,ebe69318,362.61210818185117,1505.090608734145,2085.0991056779876
7d57c75d,9719aa04,3029.59162558241,3649.6742211465294,4252.785473368891
7e208414,044af7d1,975.5498979547596,1041.2272536293412,2387.207247328892
7e721392,5a63b5d1,441.23799496385294,3015.9076934312207,12125.918143567445
7ff89f8f,6e9ccd38,679.9106189787748,3796.520487209386,13381.815661277386
8050c789,edf885a3,794.1781821478552,3944.532881064483,5953.296940015802
807f0298,d0cb63ae,1336.2015504408005,2770.407036809,4167.769630029924
811f52b3,310c71a5,321.0452754673761,1282.4453331427683,1895.8422679641694
81bf5923,727a3a10,624.4376450054283,3685.27037169593,4491.519642726923
81fc01c6,404c4384,331.12780266843083,2667.7172419317426,3638.2271230914
